"LOCATION","Country","TRANSACT","Transaction","ACTIVITY","Activity","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,25940.77,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,26661.492,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,27516.852,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,28270.673,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,28988.644,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2013","2013","PER","Persons","3","Thousands",,,29704.008,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2014","2014","PER","Persons","3","Thousands",,,30432.009,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2015","2015","PER","Persons","3","Thousands",,,31153.567,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2016","2016","PER","Persons","3","Thousands",,,31879.027,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2017","2017","PER","Persons","3","Thousands",,,32716.794,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2018","2018","PER","Persons","3","Thousands",,,33413.66,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2019","2019","PER","Persons","3","Thousands",,,34218.1695,,
"SAU","Saudi Arabia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2020","2020","PER","Persons","3","Thousands",,,35114.093,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,316595.385,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,317325.27,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,317997.065,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,318593.112,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,319303.787,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,320300.646,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,321371.952,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,322968.317,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,324718.796,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,326419.065,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,328171.428,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,329650.369,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,331415.991,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,333069.83,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,334137.529,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,334924.722,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,335771.194,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,336519.335,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2013","2013","PER","Persons","3","Thousands",,,337060.238,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2014","2014","PER","Persons","3","Thousands",,,337665.66975,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2015","2015","PER","Persons","3","Thousands",,,338650.178,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2016","2016","PER","Persons","3","Thousands",,,339721.926,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2017","2017","PER","Persons","3","Thousands",,,340489.082,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2018","2018","PER","Persons","3","Thousands",,,341380.26175,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2019","2019","PER","Persons","3","Thousands",,,342440.309,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2020","2020","PER","Persons","3","Thousands",,,342996.0595,,
"EA19","Euro area (19 countries)","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2021","2021","PER","Persons","3","Thousands",,,343110.94425,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1990","1990","PER","Persons","3","Thousands",,,3029.093,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1991","1991","PER","Persons","3","Thousands",,,3099.339,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1992","1992","PER","Persons","3","Thousands",,,3168.612,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1993","1993","PER","Persons","3","Thousands",,,3238.595,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1994","1994","PER","Persons","3","Thousands",,,3333.719,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,3430.694,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,3517.828,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,3609.802,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,3697.323,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,3787.072,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,3869.832,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,3953.042,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,4023.422,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,4081.883,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,4147.673,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,4214.242,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,4280.966,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,4340.634,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,4402.775,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,4470.132,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,4546.674,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,4589.639,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,4650.517,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2013","2013","PER","Persons","3","Thousands",,,4710.354,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2014","2014","PER","Persons","3","Thousands",,,4770.658,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2015","2015","PER","Persons","3","Thousands",,,4829.654,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2016","2016","PER","Persons","3","Thousands",,,4887.976,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2017","2017","PER","Persons","3","Thousands",,,4944.804,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2018","2018","PER","Persons","3","Thousands",,,5000.928,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2019","2019","PER","Persons","3","Thousands",,,5055.238,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2020","2020","PER","Persons","3","Thousands",,,5108.539,,
"CRI","Costa Rica","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2021","2021","PER","Persons","3","Thousands",,,5161.05,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,4620.03,"E","Estimated value"
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,4557.097,"E","Estimated value"
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,4534.92,"E","Estimated value"
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,4532.136,"E","Estimated value"
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,4512.598,"E","Estimated value"
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,4468.302,"E","Estimated value"
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,4300.45,"B","Break"
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,4305.439,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,4305.555,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,4308.293,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,4311.674,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,4313.009,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,4312.749,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,4310.882,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,4306.322,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,4296.352,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,4282.921,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,4269.062,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2013","2013","PER","Persons","3","Thousands",,,4254.475,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2014","2014","PER","Persons","3","Thousands",,,4236.063,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2015","2015","PER","Persons","3","Thousands",,,4207.993,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2016","2016","PER","Persons","3","Thousands",,,4172.441,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2017","2017","PER","Persons","3","Thousands",,,4129.853,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2018","2018","PER","Persons","3","Thousands",,,4090.87,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2019","2019","PER","Persons","3","Thousands",,,4067.206,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2020","2020","PER","Persons","3","Thousands",,,4047.26,,
"HRV","Croatia","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2021","2021","PER","Persons","3","Thousands",,,3957.715,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,22680.95,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,22607.62,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,22545.93,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,22502.8,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,22458.02,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,22435.21,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,22408.39,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,21675.78,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,21574.37,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,21451.85,"B","Break"
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,21319.67,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,21193.75,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,20882.98,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,20537.85,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,20367.44,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,20246.8,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,20147.66,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,20060.18,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2013","2013","PER","Persons","3","Thousands",,,19988.69,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2014","2014","PER","Persons","3","Thousands",,,19916.45,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2015","2015","PER","Persons","3","Thousands",,,19822.25,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2016","2016","PER","Persons","3","Thousands",,,19706.42,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2017","2017","PER","Persons","3","Thousands",,,19592.93,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2018","2018","PER","Persons","3","Thousands",,,19476.71,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2019","2019","PER","Persons","3","Thousands",,,19375.84,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2020","2020","PER","Persons","3","Thousands",,,19269.47,,
"ROU","Romania","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2021","2021","PER","Persons","3","Thousands",,,19201.66,"P","Provisional value"
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,650.85,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,661.3,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,670.75,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,679.05,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,686.7,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,694,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,701.5,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,709.61,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,718.307,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,727.98,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,738.54,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,750.965,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,767.125,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,786.632,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,808.035,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,829.446,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,850.881,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,863.945,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2013","2013","PER","Persons","3","Thousands",,,861.939,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2014","2014","PER","Persons","3","Thousands",,,852.504,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2015","2015","PER","Persons","3","Thousands",,,847.664,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2016","2016","PER","Persons","3","Thousands",,,851.561,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2017","2017","PER","Persons","3","Thousands",,,859.519,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2018","2018","PER","Persons","3","Thousands",,,870.068,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2019","2019","PER","Persons","3","Thousands",,,881.952,,
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2020","2020","PER","Persons","3","Thousands",,,892.003,"P","Provisional value"
"CYP","Cyprus","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2021","2021","PER","Persons","3","Thousands",,,900.35,"P","Provisional value"
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,8406.067,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,8362.826,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,8312.068,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,8256.786,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,8210.624,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,8170.172,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,7913.301,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,7868.9,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,7823.557,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,7781.161,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,7739.9,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,7699.02,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,7659.764,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,7623.395,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,7585.131,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,7534.289,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,7348.328,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,7305.888,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2013","2013","PER","Persons","3","Thousands",,,7265.115,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2014","2014","PER","Persons","3","Thousands",,,7223.937,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2015","2015","PER","Persons","3","Thousands",,,7177.991,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2016","2016","PER","Persons","3","Thousands",,,7127.8215,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2017","2017","PER","Persons","3","Thousands",,,7075.9465,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2018","2018","PER","Persons","3","Thousands",,,7025.0365,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2019","2019","PER","Persons","3","Thousands",,,6975.7605,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2020","2020","PER","Persons","3","Thousands",,,6934.015,,
"BGR","Bulgaria","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2021","2021","PER","Persons","3","Thousands",,,6889.362,"P","Provisional value"
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,377.784,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,379.998,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,382.788,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,385.269,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,387.484,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,389.962,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,393.095,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,395.933,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,398.567,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,401.16,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,403.797,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,405.251,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,406.738,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,409.375,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,412.452,,
"MLT","Malta","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,414.47,,
