time,ym,indmc,uib,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,EXIT,EXITfull,EXITpart,hour,wage_tot,prod,E9,hourfull,hourpart,wage_totfull,wage_totpart,hire,hirefull,hirepart,left,leftfull,leftpart
2013. 11,646,23,,102473,92958,4534,1360,1360,0,3500,1180,2320,2701,1451,1250,192.8,2897266,93.313,,194.8,133.6,2951463,1333563,3376,1056,2320,1442,1116,326
2013. 12,647,23,,102050,93444,3655,1181,1181,0,2372,1246,1126,2765,1288,1478,192.4,3524916,98.067,,195.5,116.5,3621906,1198094,2235,1109,1126,950,800,150
2014. 01,648,23,,100944,92196,3980,1058,1058,0,3767,2032,1735,4690,2598,2091,182,3875051,104.177,5352,183.7,142.2,3980368,1336420,3266,1531,1735,2307,1384,923
2014. 02,649,23,,101714,92532,3701,1724,1498,226,3714,1495,2219,3658,1710,1948,178.7,2971028,95.668,5351,180.9,126.8,3048260,1190295,3450,1231,2219,1838,1266,572
2014. 03,650,23,,102554,93010,4147,1456,1371,85,3698,1728,1970,2774,1703,1071,191.8,3095812,92.745,5325,194.9,123.6,3181781,1242628,3499,1528,1970,1888,1345,543
2014. 04,651,23,,103863,93871,3829,1601,1518,83,5148,2278,2870,4606,1898,2708,198.2,3001221,94.106,5554,202.1,115.7,3092177,1077569,5035,2164,2870,3506,1303,2203
2014. 05,652,23,,104607,94245,4211,1412,1412,0,4502,1794,2708,3745,1914,1832,187.5,2936575,92.235,5623,191.6,103.3,3032089,972148,4392,1684,2708,2743,1414,1329
2014. 06,653,23,,104771,94566,3674,1537,1503,33,4431,1925,2506,4648,2087,2561,185.3,3177524,93.223,5562,189.2,110.3,3285664,1104414,4373,1868,2506,3659,1891,1768
2014. 07,654,23,,104057,94292,3196,1437,1402,35,3335,1760,1574,4086,2544,1541,201.6,3205794,97.811,5583,205.5,123.3,3307547,1135885,3269,1694,1574,2343,1384,958
2014. 08,655,23,,104245,94603,3277,1254,1137,118,3249,1483,1766,2857,1579,1278,182,3280566,93.665,5777,186.1,100.2,3398032,971970,3166,1400,1766,2168,1027,1141
2014. 09,656,23,,105450,95427,3576,1230,1159,72,3057,1269,1789,1934,908,1026,180,3514438,93.471,5765,183.1,103.7,3616004,995841,2910,1121,1789,1752,800,952
2014. 10,657,23,,105809,95290,4075,1551,1291,260,3182,820,2362,2820,1386,1433,195.8,3185655,91.219,5767,199,124.3,3274550,1162677,3106,744,2362,1926,1097,829
2014. 11,658,23,,105730,95640,3661,1289,1289,0,3681,1205,2476,3745,1325,2420,186.8,2905966,92.714,5918,190.7,100.8,2996088,951930,3632,1156,2476,2338,1094,1244
2014. 12,659,23,,106443,96216,3803,966,951,15,3920,1634,2286,3202,1523,1679,196.5,3771933,90.785,6002,199.5,125.9,3879802,1181154,3691,1405,2286,2319,1187,1133
2015. 01,660,23,2363,106213,96267,3117,1119,1119,0,3884,1861,2023,4519,1983,2536,190.1,3511757,96.6,6023,193.4,116.8,3614428,1178095,3423,1400,2023,1935,1391,543
2015. 02,661,23,2468,106345,96223,3189,1439,1427,12,3383,893,2490,3354,1176,2179,159.9,3631955,98.8,6000,161.1,126.6,3720261,1284083,3188,698,2490,2705,981,1725
2015. 03,662,23,2626,107153,97176,2876,1109,1093,17,4151,2430,1722,3512,1717,1795,197.2,3250728,95.3,5939,199.5,134,3327625,1186001,3873,2151,1722,2489,1284,1205
2015. 04,663,23,2456,107679,97697,2893,1386,1386,0,3240,1508,1731,2702,1231,1471,201.6,3098687,96.3,5944,203.7,148.7,3165845,1394543,3147,1416,1731,2141,1037,1103
2015. 05,664,23,2266,108215,97626,3177,1183,1183,0,2428,978,1450,2215,1263,952,182.9,3040608,99.3,6022,186.2,115.9,3130946,1214210,2374,924,1450,1564,809,755
2015. 06,665,23,2273,107784,97607,2894,1430,1430,0,3914,2037,1877,4217,2156,2060,199.6,3254765,99.7,6073,204.7,106.8,3375058,1041937,3793,1916,1877,2731,1976,754
2015. 07,666,23,2331,108229,98137,2748,1026,1026,0,2977,1580,1397,2592,1291,1301,205.2,3191546,103.5,6164,208.5,131.2,3272844,1325809,2853,1463,1390,1663,1087,575
2015. 08,667,23,2205,108156,98114,2703,1172,1172,0,2731,1567,1163,2798,1946,853,186.8,3261096,105.1,6050,189,132.6,3334397,1449385,2506,1343,1163,1917,1452,466
2015. 09,668,23,2176,109092,98940,2676,1151,1151,0,3026,2047,978,2227,1455,772,183.3,3712474,103.2,6146,187.1,119.1,3851272,1361973,2910,1932,978,1516,1270,246
2015. 10,669,23,2026,110161,98606,3465,1086,1086,0,3040,1220,1819,2585,1743,842,192.3,3215752,101.3,6226,199.4,111.1,3388137,1248768,2953,1134,1819,1707,1453,253
2015. 11,670,23,1880,109512,98777,3229,1135,1134,1,2723,1420,1303,2788,1451,1338,193.4,3051554,96.6,6210,197.4,126.4,3144481,1507693,2648,1345,1303,2182,1279,904
2015. 12,671,23,1782,109553,98598,3352,1471,1402,69,2966,1580,1386,3022,1277,1745,198.9,4418021,104.3,6304,203.4,122.3,4587387,1544803,2868,1482,1386,1292,1166,126
2016. 01,672,23,2098,108371,98227,2905,1394,1369,26,3513,1991,1522,4331,2547,1784,185.5,3681421,100.4,6270,189.3,114.2,3787827,1678267,3389,1867,1522,1677,1509,168
2016. 02,673,23,2208,109091,98450,2958,1844,1759,86,2706,1735,972,2431,1662,769,168.9,3851588,102.3,6149,170.7,127.3,3947164,1668306,2460,1502,959,1327,1134,193
2016. 03,674,23,2341,108926,98662,2956,1654,1578,76,3957,2036,1921,3746,1937,1809,199.8,3387015,104.6,6073,203.6,124.4,3489750,1336874,3761,1840,1921,1531,1382,149
2016. 04,675,23,2256,108447,98395,2674,1669,1669,0,3163,1990,1172,3712,2450,1261,193,3369818,106.2,6196,196.4,120.6,3464432,1378186,3030,1858,1171,2186,1940,246
2016. 05,676,23,2263,109839,99115,2665,1420,1414,6,3300,1731,1568,2589,1326,1263,188.7,3214870,109.2,6298,192.5,109.5,3309238,1296975,3185,1618,1568,1331,1114,218
2016. 06,677,23,2324,109922,98891,2784,1703,1703,0,2911,1542,1370,3016,2008,1008,194.4,3476389,111.3,6446,197.3,126.3,3566289,1413533,2769,1399,1370,1849,1669,179
2016. 07,678,23,2394,110179,99403,2725,1458,1458,0,2925,1797,1128,2473,1555,917,192.7,3466538,106.7,6548,196,123.2,3567281,1367515,2770,1642,1128,1299,1171,129
2016. 08,679,23,2430,110719,100136,2579,1589,1472,117,3248,1811,1437,2661,1291,1370,191.4,3389141,114.5,6677,195.2,110.2,3485424,1311941,3207,1771,1437,1619,1221,398
2016. 09,680,23,2274,110272,99544,2482,1898,1898,0,2602,1178,1424,3291,1977,1314,175.5,4005055,111.8,6758,178.2,106.8,4108867,1369339,2370,956,1414,1959,1771,188
2016. 10,681,23,2004,110597,100356,1898,1449,1437,12,2582,1732,850,2354,1524,829,189.1,3361669,108.2,6809,191.6,123.3,3440019,1335734,2535,1686,850,1353,1310,43
2016. 11,682,23,1964,111183,100806,1990,1433,1433,0,2729,1490,1240,2188,1241,947,200,3247080,113.6,6803,203.2,121.3,3322046,1429567,2684,1444,1240,1278,1135,144
2016. 12,683,23,1863,111253,100971,1778,1232,1232,0,2623,1437,1186,2670,1574,1096,198.8,4616004,112.2,6864,201.3,132.8,4732702,1468713,2596,1410,1186,1280,1089,190
2017. 01,684,23,2002,110019,100651,1111,1147,1147,0,2304,1842,462,3291,1951,1340,179.6,4655865,116.5,6702,181.3,92.2,4724018,1007805,1954,1492,462,1207,954,254
2017. 02,685,23,2151,110116,100724,1113,1760,1667,93,2575,1459,1115,2500,1623,877,180.8,3511355,116.3,6515,182.6,82.5,3557907,906680,2437,1322,1115,1278,1140,138
2017. 03,686,23,2215,111446,101503,1441,1412,1412,0,4111,2742,1369,3003,2011,992,199.6,3611973,117.1,6418,201.5,94.5,3659344,1023833,3783,2414,1369,1439,1439,
2017. 04,687,23,2082,111988,101527,1938,1975,1975,0,3794,2276,1518,3273,2302,971,186.3,3426876,112,6523,189.2,71.1,3491687,820838,3754,2236,1518,1911,1880,31
2017. 05,688,23,1973,112514,101764,1996,1538,1538,0,2782,1748,1034,2488,1579,909,183.5,3379027,114.9,6575,185.9,88.6,3437888,1032174,2658,1624,1034,1331,1254,77
2017. 06,689,23,2058,112746,101660,2210,2032,2032,0,2371,1684,687,2261,1749,512,188.4,3598890,106.3,6720,192.7,73.7,3700179,893925,2339,1652,687,1527,1450,77
2017. 07,690,23,2069,111683,100830,1883,2304,2271,33,2114,1409,705,3271,2300,970,184.9,3518123,107.6,6818,188.6,73.5,3605049,899493,2022,1317,705,1822,1676,145
2017. 08,691,23,2040,111221,100421,1863,1671,1654,17,2861,1864,997,3289,2360,929,188.4,3502386,110,6813,191,85.3,3563630,1031577,2697,1700,997,1768,1700,68
2017. 09,692,23,2048,111617,100792,1843,1865,1745,119,2900,1625,1276,2550,1318,1232,191.4,4162390,109.9,6909,194.5,72.8,4249216,877649,2820,1544,1276,1365,1235,130
2017. 10,693,23,1675,111352,100614,1648,1539,1525,14,2196,1238,958,2568,1477,1091,158.3,3421963,108.9,6947,159.4,99.4,3462950,1149534,2101,1143,958,1181,1181,
2017. 11,694,23,1730,110902,100251,1580,1436,1433,3,3585,1858,1727,4017,2284,1733,198.8,3345901,109.3,6935,201.3,93.3,3401155,1048751,3503,1776,1727,1252,1241,11
2017. 12,695,23,1621,110398,99700,1605,1953,1953,0,2525,1109,1416,3050,1724,1326,184,4396665,110.4,7027,187.2,68.1,4493664,866475,2463,1047,1416,1218,1174,44
2018. 01,696,23,2042,110743,101107,1259,1578,1567,11,2882,2526,356,2267,1851,415,195.7,4121060,104.9,7156,196.9,108.7,4156548,1344517,2596,2240,356,1344,1308,36
2018. 02,697,23,2164,111231,101218,1563,1644,1546,99,2479,1827,652,2063,1627,436,161.6,4040906,109.1,7052,162.6,112,4096253,1181509,2355,1704,652,1296,1276,20
2018. 03,698,23,2354,111729,101294,1702,2119,2023,96,3071,2487,584,2855,2283,573,187.8,3590047,107.2,7002,190.8,55.8,3652876,788000,2785,2201,584,1717,1650,67
2018. 04,699,23,2373,111629,101231,1867,1956,1944,11,3252,2402,851,3151,2434,717,189.5,3500154,105.6,6978,192.3,59.2,3558650,819550,3113,2263,851,1812,1810,3
2018. 05,700,23,2463,112003,101713,1634,1577,1566,11,3158,2548,610,2909,2061,848,186.5,3519260,107.3,7007,189.9,50.3,3588006,806847,2861,2251,610,1647,1634,12
2018. 06,701,23,2420,112464,101727,1812,1684,1673,11,3245,2407,838,3053,2400,653,182.3,3893072,111.2,7057,184.9,56.2,3956184,865106,3127,2290,838,1669,1636,33
2018. 07,702,23,2470,111992,101578,1709,1525,1514,11,3469,2381,1087,3720,2532,1188,191.6,3713222,110.7,7131,195.2,44.4,3787708,691310,3372,2285,1087,2205,2056,149
2018. 08,703,23,2419,111636,101320,1610,2008,1994,13,3027,2244,783,3384,2455,929,184,3573609,102.6,7142,186.6,50,3627133,818069,2760,1977,783,1926,1898,28
2018. 09,704,23,2186,112403,101819,1717,1700,1700,0,2852,1914,938,2247,1418,829,161.9,4216792,109.3,7156,163.8,61.5,4279551,951435,2713,1775,938,1137,1137,0
2018. 10,705,23,2134,112996,102283,1795,1694,1694,0,3307,2355,953,2765,1891,875,189.4,3593929,109.1,7225,192.1,67.4,3652265,1018692,3151,2198,953,1769,1757,12
2018. 11,706,23,2050,113690,102571,1928,1589,1580,9,2418,1847,571,1996,1558,438,195.9,3574752,107.6,7213,198,88.7,3624225,1096994,2318,1746,571,1294,1276,18
2018. 12,707,23,1991,112802,101930,1737,1459,1459,0,2333,1760,573,3166,2400,766,183,4574669,105.6,7287,184.9,84.2,4638521,1339791,2064,1491,573,1214,1142,72
2019. 01,708,23,2533,112991,102096,1668,1452,1452,0,3180,2633,546,3083,2428,655,189.9,4730102,114,7194,192.7,73.8,4811477,1299312,2659,2112,546,1392,1378,14
2019. 02,709,23,2579,113346,102464,1442,1774,1753,21,2159,1662,497,2017,1290,726,155.6,4138695,103,7089,156.8,56.7,4177340,974545,2007,1510,497,1150,1138,12
2019. 03,710,23,2815,114283,103126,1380,1538,1533,6,3718,2653,1065,3117,1990,1127,179.6,3760516,102.7,7040,184.2,43.9,3860018,824185,3570,2505,1065,1718,1703,15
2019. 04,711,23,2885,114655,103382,1452,1257,1257,0,3562,2547,1015,3235,2288,947,193.5,3696929,104.3,7111,196.4,61.9,3758817,872793,3484,2469,1015,1942,1927,16
2019. 05,712,23,2867,114186,103733,1358,1375,1375,0,3118,2360,759,2862,2009,853,188.6,3633357,103.3,7093,192,49.5,3702805,797471,3002,2243,759,1308,1308,0
2019. 06,713,23,2776,114701,104198,1341,1128,1091,37,3398,2098,1300,2949,1632,1317,175.4,3957327,103,7138,177.9,53.1,4021792,862671,3342,2042,1300,1253,1207,46
2019. 07,714,23,2887,113759,103866,1250,1081,1037,43,3151,1903,1248,3573,2235,1338,196.5,3933192,108.4,7146,199.6,44,3998301,663910,3024,1776,1248,1810,1706,103
2019. 08,715,23,2864,114837,104411,1137,1042,998,44,3091,2116,975,2659,1570,1090,179.7,3799380,106.5,7117,182.6,45.6,3863448,772841,3011,2036,975,1377,1365,12
2019. 09,716,23,2693,115290,104913,1008,1074,1074,0,3121,2088,1033,2748,1585,1163,167.2,4249604,99.5,7184,169.5,53.5,4315138,959667,2979,1946,1033,1152,1143,10
2019. 10,717,23,2496,114877,104282,1167,1012,1012,0,2674,1396,1278,3145,2027,1118,185.4,3720518,101.3,7212,188.4,60,3786342,954283,2579,1300,1278,1450,1450,0
2019. 11,718,23,2401,114678,103852,1195,875,875,0,3257,1282,1975,3659,1711,1948,188.5,3861415,102.1,7154,191.4,62,3931087,850758,3197,1222,1975,1200,1164,36
2019. 12,719,23,2374,114279,103266,1326,1133,1098,35,3869,1469,2400,4324,2056,2268,186.3,4679380,104.6,7261,188.5,59.6,4745213,899693,3605,1205,2400,1191,1154,37
2020. 01,720,23,2804,113053,102735,1835,811,791,20,3666,1486,2180,3687,2565,1122,169,4788191,101.5,7218,171.1,38.8,4854630,680235,3502,1323,2180,865,855,10
2020. 02,721,23,2998,113252,102965,1769,810,810,0,2979,2011,968,2816,1938,878,172.6,3824455,101,7093,173.5,91.3,3850277,1421283,2854,1885,968,1434,1325,109
2020. 03,722,23,3118,113187,102645,1916,585,580,4,4353,2259,2094,4526,2576,1949,186.2,3840662,100.5,6895,187.9,84.6,3885518,1231681,4160,2066,2094,1522,1454,68
2020. 04,723,23,3091,112332,101734,2092,657,657,0,3697,1708,1989,4432,2646,1786,177.8,3741805,100.4,6732,179.4,87.1,3780057,1450460,3646,1656,1989,1563,1553,9
2020. 05,724,23,3170,112725,101680,2212,681,674,8,4346,2358,1989,4281,2390,1892,167.4,3692319,86.8,6644,170.5,69.1,3765785,1345622,3480,1491,1989,1143,1131,12
2020. 06,725,23,3266,112467,101618,2035,698,694,4,6142,2775,3366,6380,2845,3535,184.6,3704805,93.7,6529,187.7,56.9,3769812,1068940,4796,1429,3366,1017,1002,15
2020. 07,726,23,3363,112754,101839,2091,644,644,0,3033,1918,1115,2757,1770,986,189,4092463,90.6,6413,191.7,55.5,4156530,905957,2654,1539,1115,914,903,12
2020. 08,727,23,3382,113034,101649,2525,643,643,0,2958,1559,1399,2714,1751,962,167.1,3709151,88.5,6339,169.4,55.4,3765229,881192,2462,1063,1399,996,983,13
2020. 09,728,23,3296,112437,101347,2207,801,801,0,2632,1200,1432,3252,1540,1712,182.9,4501953,98.8,6236,184.8,70.3,4553407,1387890,2252,820,1432,802,790,12
2020. 10,729,23,3155,112376,101065,2383,759,759,0,2823,1498,1325,2929,1729,1200,168.5,3877552,101.5,6175,171,52.8,3939979,978017,2578,1253,1325,1284,1270,14
2020. 11,730,23,2873,112631,101175,2569,910,910,0,3487,1528,1958,3191,1441,1750,184.3,3774925,98.6,6027,187.4,61,3841230,1096126,3223,1265,1958,1125,1100,25
2020. 12,731,23,2778,110531,99467,2222,1065,1062,3,4322,1842,2480,6377,3548,2829,188.2,4605757,100.1,5950,191.6,56.4,4697409,1069786,3418,958,2460,1581,1356,225
2021. 01,732,23,3009,109986,99110,2809,1306,1294,12,3779,2506,1272,3549,2437,1111,174.9,4192369,102.1,5832,177.9,49.8,4267559,1056690,2954,1719,1235,1331,1292,39
2021. 02,733,23,3158,110274,99459,2649,1405,1391,13,3255,2084,1171,3066,1707,1358,156.7,4489164,110.4,5702,158.1,75.8,4542163,1505249,2858,1687,1171,1037,1009,29
2021. 03,734,23,3201,111520,99903,3449,1777,1776,2,5838,2659,3179,4593,2212,2381,187.4,3899591,103.7,5566,190.1,60.6,3959025,1131518,5352,2173,3179,1825,1778,46
2021. 04,735,23,3069,110851,99837,2696,1983,1983,0,3834,1857,1977,4653,1927,2725,190.8,3790736,99.6,5469,193.4,61.9,3843781,1152939,3690,1713,1977,1342,1297,45
2021. 05,736,23,2931,111649,99966,3214,2009,2009,0,5503,1730,3773,4857,1607,3250,172.8,3927650,94.8,5429,174.7,61.5,3975936,1177309,5325,1552,3773,1365,1323,42
2021. 06,737,23,2971,111949,99887,3034,2076,2063,13,4527,1935,2591,4785,1987,2798,188,3895895,96.3,5311,191.6,53.8,3970727,1068223,4183,1602,2581,1434,1368,66
2021. 07,738,23,2924,112399,99511,3843,2279,2271,9,4848,1821,3027,4415,2196,2218,187.3,4208273,100.2,5334,190,65.7,4274883,1182082,4765,1744,3021,1718,1620,98
2021. 08,739,23,2894,111998,99390,3428,2193,2184,9,3326,1644,1681,3862,1778,2084,174.1,3896097,96.2,5291,177.2,57.3,3968791,1149626,3041,1359,1681,1191,1126,65
2021. 09,740,23,2818,112402,99305,3899,2241,2232,9,3467,1586,1880,3080,1685,1395,163.1,4725529,98.1,5264,165.7,66.8,4818546,1288453,3313,1437,1876,1265,1204,61
2021. 10,741,23,2652,112117,99343,3466,2641,2623,18,3425,1557,1868,3821,1516,2305,169,3974348,93.2,5208,172.9,51.6,4071690,1019182,3306,1439,1866,1346,1283,63
2021. 11,742,23,2411,112224,99378,3545,2521,2512,9,3557,1554,2003,3443,1561,1882,188,3872034,97.3,5179,190.5,71.7,3926941,1303425,3351,1347,2003,1257,1189,68
2021. 12,743,23,2336,111519,98965,3309,2654,2637,17,4052,1711,2341,4702,2123,2579,188,3872034,102.9,5136,190.5,71.7,3926941,1303425,3850,1511,2339,1530,1454,76
2022. 01,744,23,,110102,97749,3243,2584,2567,17,4051,2552,1499,5333,3901,1432,,,,5177,,,,,3850,1511,2339,1530,1454,76
2009. 06,593,24,,130492,125320,5072,1437,1217,220,2633,1796,837,3079,2281,799,,,76.303,,,,,,2526,1689,837,1696,1415,280
2009. 07,594,24,,130370,125524,4846,1199,1097,103,3210,2131,1079,3232,1886,1346,,,80.416,,,,,,3180,2101,1079,1658,1328,331
2009. 08,595,24,,130328,125808,4520,1394,1351,43,3164,2504,660,3206,2233,973,,,83.75,,,,,,2823,2165,658,1726,1505,221
2009. 09,596,24,,130395,126031,4364,1179,1123,56,1997,1533,464,1930,1623,306,,,86.469,,,,,,1938,1474,464,1450,1290,160
2009. 10,597,24,,130452,125542,4910,1131,1073,57,2943,1926,1017,2885,2074,811,,,85.976,,,,,,2869,1852,1017,1909,1807,102
2009. 11,598,24,,130470,126059,4412,1027,1027,0,3052,2542,511,3034,2009,1025,,,86.473,,,,,,2800,2290,511,1835,1530,305
2009. 12,599,24,,130187,125887,4300,961,958,3,2483,1969,514,2767,2251,516,,,88.894,,,,,,2369,1855,514,1651,1521,129
2010. 01,600,24,,131045,126639,4406,1699,1699,0,3913,2398,1515,3055,1977,1078,,,87.127,,,,,,3510,1995,1515,1298,1148,150
2010. 02,601,24,,132694,128498,4196,2484,2269,216,3911,3032,879,2262,1477,784,,,90.683,,,,,,3214,2336,878,1649,1345,303
2010. 03,602,24,,134436,130226,4210,2202,2106,96,4410,3286,1125,2668,1976,692,,,91.999,,,,,,3622,2497,1125,1814,1672,142
2010. 04,603,24,,134736,130508,4228,2530,2360,169,3292,2001,1290,2992,2024,968,,,93.797,,,,,,3165,1875,1290,2095,1817,278
2010. 05,604,24,,135915,131476,4439,2175,2099,76,3935,2550,1385,2756,1951,804,,,93.022,,,,,,3755,2370,1385,1758,1589,169
2010. 06,605,24,,137137,132573,4564,2333,2100,233,5307,2763,2544,4085,1926,2159,,,93.003,,,,,,4998,2454,2544,1830,1483,347
2010. 07,606,24,,137413,133489,3924,1782,1758,24,3825,2557,1268,3549,1776,1773,,,92.101,,,,,,3779,2511,1268,2200,1420,780
2010. 08,607,24,,137586,133988,3598,2322,2322,0,2500,2199,301,2327,1903,424,,,90.765,,,,,,2389,2088,301,1837,1681,156
2010. 09,608,24,,138148,134678,3470,2100,2047,53,3512,2593,919,2950,2171,779,,,92.132,,,,,,3148,2301,847,2144,1965,179
2010. 10,609,24,,138824,135392,3432,1655,1647,8,4817,2752,2065,4141,2341,1800,,,93.86,,,,,,4612,2547,2065,2206,1841,365
2010. 11,610,24,,139832,136590,3242,1447,1415,32,3695,2609,1086,2687,1701,986,,,94.765,,,,,,3526,2488,1038,2031,1438,592
2010. 12,611,24,,139444,136262,3182,1217,1217,0,3843,2393,1450,4231,2276,1955,,,95.297,,,,,,3652,2315,1337,2357,1720,637
2011. 01,612,24,,139293,136087,3085,1838,1770,69,3739,2525,1214,4011,1957,2054,201.6,3382348,97.065,,203.2,141.1,3429277,1544420,3511,2317,1194,1792,1439,353
2011. 02,613,24,,140690,137317,3275,1660,1572,87,4043,2608,1435,2623,1609,1014,174.1,3161971,96.049,,175.4,126.3,3205380,1526984,3914,2479,1435,1441,1220,221
2011. 03,614,24,,142494,138598,3798,1724,1678,46,5265,3150,2116,3461,2246,1215,206.2,3058773,98.753,,207.3,165.4,3099216,1624724,5186,3071,2116,2549,2050,499
2011. 04,615,24,,143873,139710,4040,1771,1755,16,4817,3202,1614,3463,2389,1073,204.2,3201148,99.988,,205.4,162.3,3243413,1715872,4686,3071,1614,2479,2044,435
2011. 05,616,24,,144305,139994,4196,1475,1417,59,3252,2208,1043,2812,2005,807,200.1,3002426,98.624,,201.5,153.1,3043830,1577911,3215,2171,1043,2058,1769,289
2011. 06,617,24,,145053,140934,4018,1613,1534,79,3991,2651,1339,3229,2224,1005,204.5,3553267,97.568,,206,151.6,3612372,1492271,3625,2286,1339,2286,1933,353
2011. 07,618,24,,145510,141329,4080,1710,1710,0,3762,2287,1475,3305,2274,1031,202.6,3974205,97.269,,203.6,165.4,4040988,1604719,3753,2278,1475,2025,1816,209
2011. 08,619,24,,146078,141935,4041,1534,1534,0,3518,2174,1344,2951,1829,1122,197.8,3497850,97.766,,198.9,154.7,3546215,1604520,3357,2012,1344,1709,1374,335
2011. 09,620,24,,146065,142069,3894,1470,1470,0,3018,1864,1154,3031,2078,952,190.6,3492961,98.667,,191.6,156.7,3547023,1618836,2953,1799,1154,2274,1921,354
2011. 10,621,24,,147218,142805,4280,1670,1654,16,4413,3038,1375,3291,2363,928,196.5,3403960,98.256,,197.3,170.4,3450964,1811491,4310,2975,1335,2226,2025,201
2011. 11,622,24,,147148,143487,3528,1715,1715,0,4419,2879,1539,4489,2618,1871,207.2,3004650,99.108,,208,174,3038035,1707704,4255,2741,1514,2507,1950,557
2011. 12,623,24,,147999,144514,3378,1859,1822,37,4091,2973,1117,3214,2113,1100,201.7,4403379,97.557,,202.6,164.6,4469123,1598273,3748,2658,1090,2052,1699,353
2012. 01,624,24,,148724,144956,3663,1387,1358,28,6326,2301,4026,5599,2122,3478,186.9,4085026,97.865,,187.7,156.4,4148854,1620576,6053,2116,3936,1848,1538,311
2012. 02,625,24,,149933,145687,4145,1684,1525,159,4510,2603,1907,3297,2344,953,194.8,3630532,100.259,,195.6,171.1,3687395,1769632,4294,2388,1906,1938,1844,94
2012. 03,626,24,,150954,146461,4226,1613,1613,0,5002,2964,2039,4147,2662,1486,195.6,3129350,100.104,,196.2,175.8,3160517,2072752,4575,2543,2032,2330,1992,338
2012. 04,627,24,,150636,146200,4198,1577,1534,43,4331,2516,1814,4620,3330,1289,192.1,3588051,99.427,,192.9,168,3641255,1908545,3984,2180,1804,2917,2580,337
2012. 05,628,24,,150948,146744,3686,1305,1305,0,4611,2601,2010,4579,2900,1679,196.9,3280473,100.015,,197.9,161.7,3322249,1844303,4414,2403,2010,2729,2307,422
2012. 06,629,24,,150099,146033,3917,1490,1434,56,3700,2031,1669,4180,3153,1027,192.1,3603052,99.792,,192.8,169.2,3661240,1742627,3588,1919,1669,3014,2617,397
2012. 07,630,24,,150998,146677,4179,1301,1301,0,4657,2189,2469,3751,1924,1827,196.7,3437523,100.634,,197.3,178.5,3488606,1795911,4525,2087,2438,1826,1583,244
2012. 08,631,24,,151342,147324,3873,1304,1304,0,3330,2077,1252,2989,2017,972,186.3,3865040,100.038,,187.1,157.8,3923824,1753109,3274,2057,1217,1890,1722,169
2012. 09,632,24,,151873,148274,3481,1376,1321,55,4141,2669,1472,3583,2576,1008,187.7,5160622,98.65,,188.6,155.7,5253716,1726218,3899,2427,1472,2266,1959,307
2012. 10,633,24,,152247,148648,3480,1424,1369,55,4687,2656,2031,4314,2736,1577,187.8,3670687,96.257,,188.6,158.1,3720969,1780266,4535,2504,2031,2686,2433,253
2012. 11,634,24,,152908,148971,3814,1303,1278,25,4043,2142,1901,3386,2212,1173,198.4,3239812,96.421,,199.2,170.4,3282892,1778063,3949,2048,1901,1807,1569,238
2012. 12,635,24,,153789,149086,4583,1874,1868,6,4367,2182,2185,3483,2461,1022,184.3,4329232,96.864,,184.7,171.1,4405612,1606840,4218,2037,2181,2084,1705,378
2013. 01,636,24,,153557,149224,4230,1483,1455,28,3819,3049,770,4034,2737,1297,195.6,3577794,96.81,,196,179.8,3618523,2083760,3371,2609,762,2161,1857,304
2013. 02,637,24,,153569,148918,4532,2135,2084,51,3814,2508,1305,3817,2885,932,174.6,4283727,95.603,,175.2,154.4,4358800,1721906,3305,1999,1305,1906,1578,328
2013. 03,638,24,,153428,148716,4563,2102,2005,97,4496,2858,1637,4666,3199,1468,186.4,3428506,94.418,,186.8,173.6,3471670,1901550,4129,2496,1633,3096,2637,459
2013. 04,639,24,,152676,148908,3619,2138,2111,28,3914,3175,738,4666,3071,1595,197.9,3762900,97.224,,198.3,181.2,3818161,1748513,3588,2857,731,2509,2095,414
2013. 05,640,24,,152739,148508,4087,2036,1951,85,3646,2486,1159,3578,2954,623,195.1,3407603,97.197,,196.1,164.8,3465118,1627470,3225,2069,1156,2528,2281,246
2013. 06,641,24,,152625,148726,3787,1636,1579,57,3467,2799,668,3548,2651,898,184.7,3889100,97.766,,185.3,161.3,3951225,1702025,3212,2550,662,2346,2053,294
2013. 07,642,24,,153334,149010,4212,1708,1634,74,4016,2765,1251,3306,2562,744,202.4,3663697,98.237,,203.4,165.8,3721216,1673695,3571,2343,1228,2275,1959,316
2013. 08,643,24,,155218,149599,5515,1712,1704,9,5049,2741,2308,3157,2195,962,184.1,3898235,97.728,,185.3,155.3,3989144,1734959,4808,2502,2306,2400,1989,411
2013. 09,644,24,,154190,149768,4318,1969,1942,28,3334,2124,1209,4363,2037,2326,172.2,4743382,98.198,,174,121.9,4865386,1465082,3205,2003,1202,2051,1672,379
2013. 10,645,24,,154885,150500,4279,1406,1367,38,4627,2942,1685,3933,2262,1672,192.2,3893760,100.255,,193.2,159.5,3952910,1869449,3992,2306,1685,2275,1852,423
2013. 11,646,24,,154989,151399,3409,1820,1743,76,3468,2618,851,3439,2039,1401,192.9,3421354,100.926,,193.5,156.1,3455576,1507960,3295,2444,851,2113,1867,246
