time,ym,indmc,uib,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,EXIT,EXITfull,EXITpart,hour,wage_tot,prod,E9,hourfull,hourpart,wage_totfull,wage_totpart,hire,hirefull,hirepart,left,leftfull,leftpart
2013. 12,647,24,,155024,150893,3952,1727,1689,38,3197,2143,1054,3160,2361,799,190,4302404,101.18,,191,143,4363028,1502969,3032,1978,1054,2088,1771,316
2014. 01,648,24,,154957,150839,3904,1625,1512,113,4685,2578,2107,4787,2830,1957,184.6,4070180,104.035,9068,185.4,151.7,4124025,1762294,4351,2259,2092,2636,1985,652
2014. 02,649,24,,155364,151762,3390,1354,1311,44,3940,3210,730,3531,2376,1155,183.6,3615336,100.417,9066,184.5,141,3658875,1515365,3110,2380,730,2209,1812,398
2014. 03,650,24,,156078,152110,3754,1600,1563,37,4030,2867,1163,3317,2653,664,192.7,3344967,101.907,9000,193.9,137.1,3387349,1442641,3382,2228,1154,2283,2067,217
2014. 04,651,24,,156865,153316,3335,1500,1373,127,4114,3554,560,3328,2415,913,197.4,3699272,101.405,9136,198.3,152.6,3738857,1704473,4013,3454,559,2180,1857,323
2014. 05,652,24,,157601,153716,3680,1637,1491,146,3975,2429,1546,3230,2114,1116,183.7,3412180,100.285,9292,185.3,123.7,3466053,1391600,3677,2141,1536,1726,1568,158
2014. 06,653,24,,158368,154675,3534,1369,1369,0,3694,2838,856,2881,2023,858,184.9,3796164,103.219,9243,186.5,116.4,3853022,1421346,3581,2727,854,2415,1892,523
2014. 07,654,24,,158617,154613,3843,1460,1460,0,3580,2450,1130,3332,2623,710,200.4,3684194,103.434,9275,202.1,138.2,3738388,1653734,3545,2419,1126,2198,2020,178
2014. 08,655,24,,157659,154708,2789,1269,1229,40,3362,2757,605,4321,2779,1542,176.2,3859121,102.904,9535,176.9,135.9,3897795,1674183,3068,2572,497,2888,2462,426
2014. 09,656,24,,158576,155450,3011,1503,1503,0,3716,2422,1294,2753,1807,945,179.3,4181672,104.352,9544,180.5,125.8,4246571,1413772,3595,2301,1294,2191,1553,638
2014. 10,657,24,,158567,156002,2404,1351,1351,0,3000,2475,525,3055,2050,1005,196.1,4188271,101.558,9518,196.7,155.9,4228712,1738365,2861,2338,523,2193,1903,290
2014. 11,658,24,,158845,155886,2750,1067,1067,0,4602,3026,1576,4372,3269,1103,190.6,4061737,98.326,9698,192,126.3,4123613,1292482,4545,2969,1576,3129,2657,472
2014. 12,659,24,,159241,156221,2811,1488,1488,0,3537,2621,916,3140,2402,739,198.1,4905832,100.446,9812,199.6,116.4,4968948,1462814,3413,2497,916,2079,1838,241
2015. 01,660,24,2348,158394,155603,2482,1548,1548,0,3305,2443,862,4252,3260,992,191,3560841,97.7,9893,191.8,147.1,3591323,1742673,3026,2164,862,2668,1997,671
2015. 02,661,24,2795,157976,155388,2246,1433,1384,49,2239,1799,440,2690,2092,598,164.3,4241777,99.9,9847,165,129.6,4287713,1664886,2174,1733,440,1766,1753,13
2015. 03,662,24,2898,158064,155666,2062,1440,1344,96,3335,2535,800,3242,2385,856,196.6,3521650,99.1,9708,197.6,135.3,3555170,1455078,3087,2287,800,1947,1674,274
2015. 04,663,24,2849,159467,155266,3872,1903,1903,0,4352,2096,2256,2942,2607,334,195.1,3673329,98.4,9529,196.9,110,3722012,1302867,4112,1856,2256,1898,1834,64
2015. 05,664,24,2648,157615,154488,2799,1451,1451,0,2793,1913,880,4643,2720,1924,179.4,3599588,98.9,9584,180.1,132.5,3633447,1491043,2649,1769,880,2619,2280,339
2015. 06,665,24,2655,157097,153647,3170,983,977,6,2462,1438,1024,2934,2359,575,198.1,3833165,100.2,9570,199.8,109.5,3882604,1267850,2405,1381,1024,1871,1808,63
2015. 07,666,24,2771,156857,153520,3057,897,897,0,3927,2675,1252,4167,2889,1278,200,3780027,100,9673,202,107.1,3837446,1109509,3542,2290,1252,1869,1677,192
2015. 08,667,24,2655,155722,153329,2208,1314,1314,0,2929,2050,879,3968,2324,1645,182,3816293,100.5,9585,182.8,129.3,3847947,1575102,2608,1729,879,1930,1696,234
2015. 09,668,24,2502,155980,153553,2241,1279,1279,0,3580,2475,1104,3323,2328,995,185.1,4338958,101.8,9467,186.2,119.2,4383836,1496416,3220,2116,1104,1426,1421,5
2015. 10,669,24,2042,156264,153686,2391,1460,1460,0,4141,2667,1474,3858,2542,1316,191.3,3816085,101.2,9490,193.2,104.5,3865600,1451274,4132,2658,1474,2589,2244,345
2015. 11,670,24,2003,155304,153172,1945,1551,1551,0,4094,2846,1247,5054,3240,1814,192.1,3592302,101.9,9443,193.1,128.9,3623322,1640162,4081,2834,1247,2946,2526,421
2015. 12,671,24,1990,156110,154189,1921,1877,1877,0,5024,3427,1598,4032,2500,1532,195.5,5671848,100.5,9408,197.4,101.3,5755891,1460001,5006,3409,1598,2030,1834,196
2016. 01,672,24,2551,155566,153584,1940,2075,2075,0,3542,2272,1269,4127,3224,903,186.5,3723226,97.4,9319,187.3,121.9,3751574,1514754,3372,2103,1269,2160,2072,88
2016. 02,673,24,2852,155074,153248,1827,2481,2481,0,2543,1405,1139,2994,2079,915,170.1,4576843,101.3,9179,170.9,114.2,4618163,1432777,2422,1284,1139,1405,1252,153
2016. 03,674,24,2861,155005,152997,2008,2286,2286,0,5448,3813,1635,5517,4426,1092,198.9,3690449,100.8,8944,200.3,106.6,3727780,1295675,5115,3480,1635,3071,3070,1
2016. 04,675,24,2693,154669,152945,1723,1662,1609,52,4782,2873,1910,5119,3205,1914,191.3,3947286,102.6,8997,192.9,95.5,3993297,1185203,4632,2745,1887,2566,2404,162
2016. 05,676,24,2574,156092,153859,2232,2060,2060,0,5513,2978,2535,4090,2699,1390,189.5,3886904,103,9115,191.3,91.9,3938581,1122144,5281,2753,2528,1930,1929,1
2016. 06,677,24,2476,156290,153908,2382,1894,1894,0,3576,2700,876,3378,3028,350,194,4027159,100.9,9140,195.4,110.3,4070361,1410148,3482,2607,875,2338,2293,46
2016. 07,678,24,2426,156719,154598,2121,1823,1823,0,5085,3938,1148,4656,3761,895,192.1,3999122,101.7,9124,193.1,117.2,4034342,1307552,5019,3871,1148,2946,2708,238
2016. 08,679,24,2440,157360,154900,2460,1299,1298,1,3958,2658,1299,3316,2765,551,185.5,4077832,102.9,9193,186.8,101.5,4117722,1328906,3889,2590,1299,2803,2576,227
2016. 09,680,24,2239,157771,155490,2175,1475,1409,66,2940,2241,700,2636,2035,601,179.2,4678018,104.6,9273,180.1,109.9,4720017,1425504,2868,2168,700,2023,1748,275
2016. 10,681,24,1735,156484,154756,1619,2033,1947,86,2848,2127,721,4137,3263,874,189.5,4175267,100.4,9300,190.3,127.3,4205929,1646312,2797,2077,721,3134,2940,195
2016. 11,682,24,1686,158600,155582,2909,1797,1794,3,4796,2875,1921,2681,2437,244,199.1,4259179,102.3,9283,200.9,98.6,4310140,1451443,4752,2831,1921,1769,1681,88
2016. 12,683,24,1581,157676,155000,2567,2500,2439,61,2637,2155,482,3561,3152,409,199.9,5553880,103.9,9246,201.2,115.6,5613516,1620441,2429,1947,482,2270,2156,114
2017. 01,684,24,1930,157164,155047,2106,2045,2045,0,3394,1780,1614,3809,2839,969,186,4954630,104.8,8987,187.6,97.1,5019245,1401524,3235,1621,1614,1738,1733,5
2017. 02,685,24,2221,157191,154917,2274,2215,2211,4,4984,2990,1994,4945,3700,1245,183.2,4069502,103.1,8696,185,91.8,4125904,1212145,4787,2793,1994,2437,2423,14
2017. 03,686,24,2270,157565,155782,1783,2318,2318,0,4708,2847,1861,4334,2357,1977,193.8,3854418,103,8524,196.2,82.8,3912533,1122804,4585,2728,1857,2037,1956,81
2017. 04,687,24,2134,158399,156316,2083,1906,1906,0,3775,2536,1239,2941,2356,585,185.7,4073034,102.7,8604,187.5,89.8,4127185,1251769,3632,2393,1239,1816,1815,1
2017. 05,688,24,2076,157601,155770,1831,2518,2518,0,3148,2137,1011,3945,3039,906,181.4,3896981,102.9,8681,183.1,101.1,3950829,1418638,3049,2038,1011,2413,2365,47
2017. 06,689,24,1960,157096,154850,2247,2686,2686,0,4423,2583,1840,4927,3874,1053,189.7,4162348,102.7,8785,192.8,89.2,4235114,1839438,4309,2469,1840,3023,3023,
2017. 07,690,24,1894,157843,155672,2172,2166,2166,0,3798,2390,1409,3051,1966,1086,189.3,4006795,103,8926,190.6,125.9,4060292,1361682,3747,2338,1409,1633,1627,6
2017. 08,691,24,1848,157650,155885,1765,1989,1989,0,3225,2520,705,3418,2659,759,184.4,4199495,104,8878,185.9,100.1,4249725,1297628,3100,2409,692,2213,2184,29
2017. 09,692,24,1778,157897,156341,1484,2268,2268,0,3097,2357,740,2923,2249,674,193.4,4775272,102.9,8933,195,102.4,4835469,1271179,2946,2206,740,1909,1855,54
2017. 10,693,24,1167,156494,154746,1674,2710,2710,0,2952,1571,1381,4357,3516,841,159.8,4442270,105.4,8941,160.5,106.7,4483961,1556310,2748,1366,1381,1876,1874,2
2017. 11,694,24,1226,156895,155325,1493,2386,2386,0,3940,2742,1198,3541,2487,1054,198.4,3821147,101.3,8888,199.5,111.6,3851020,1533706,3622,2424,1198,2278,2176,101
2017. 12,695,24,1129,156890,155463,1350,2532,2532,0,3100,2380,721,3105,2583,522,186.6,4767771,100.9,8988,187.8,96.5,4814427,1397672,3004,2283,721,1863,1797,66
2018. 01,696,24,1566,158494,156952,1472,2867,2866,1,4121,3575,547,3778,3141,637,197.3,5089114,100.5,9040,198.3,90.9,5126945,1165710,3784,3238,547,2268,2246,22
2018. 02,697,24,1740,158023,156622,1320,2360,2360,0,3178,2433,745,3660,2745,916,169.4,5008082,101.3,8878,170.6,96.2,5066890,1303801,3044,2299,745,2304,2202,102
2018. 03,698,24,1806,157165,155914,1174,2458,2369,89,4007,3283,723,4859,3998,861,188.9,4449251,98.3,8774,190.4,102.2,4500706,1409762,3665,2942,723,3133,2930,203
2018. 04,699,24,1946,157098,155999,1021,2469,2324,144,4138,3528,610,4207,3373,835,190.3,4149589,100.2,8669,191.5,100.2,4188145,1290528,3808,3197,610,2785,2741,44
2018. 05,700,24,2049,157181,156049,1054,2891,2693,197,3832,2853,978,3749,2804,945,188,4105833,102.3,8609,189.1,87.5,4135657,1432063,3795,2817,978,2574,2532,42
2018. 06,701,24,2016,157517,156313,1127,2566,2365,202,3677,3077,600,3340,2814,526,183.1,4322377,101.4,8615,184,90.8,4352277,1504308,3607,3008,600,2369,2369,0
2018. 07,702,24,2094,158006,156781,1152,2730,2525,206,3943,3235,708,3450,2819,631,189.5,4221899,100.3,8589,190.5,103.7,4254589,1509015,3479,2930,549,2166,2158,8
2018. 08,703,24,2165,158774,157657,1043,2281,2067,214,4244,3513,732,3476,2625,851,182.9,4255623,100.5,8586,184.4,66.8,4299187,828025,3826,3094,732,2160,2116,44
2018. 09,704,24,2031,158547,157374,1100,2309,2146,163,3284,2687,596,3511,2971,540,165.4,5031994,99.2,8568,166.3,77.9,5071843,1192320,3226,2630,596,2402,2392,10
2018. 10,705,24,1732,159218,157770,1374,2126,1977,150,3786,2865,921,3116,2469,647,183.9,4493651,100,8672,185.5,68.3,4541816,1117993,3593,2672,921,1913,1908,6
2018. 11,706,24,1646,159939,158437,1423,1971,1817,154,3525,2934,591,2809,2256,553,192.7,4435514,100.7,8591,193.5,84.3,4456881,1410993,3434,2843,591,1830,1802,28
2018. 12,707,24,1486,160343,158840,1424,2292,2122,170,3365,2499,865,2961,2090,871,180.4,4883084,97.7,8701,181.7,88.9,4933585,1152348,3105,2239,865,1673,1668,5
2019. 01,708,24,1989,160588,159213,1295,1702,1700,2,3992,3470,522,3747,3097,650,189.6,4975172,100.2,8653,190.4,114.5,5014246,1592732,3386,2931,455,1759,1741,18
2019. 02,709,24,2073,160154,159053,1022,1912,1908,4,2388,1962,426,2822,2169,654,159.5,4626373,98,8515,160.2,99.8,4658868,1590184,2305,1882,424,1594,1468,126
2019. 03,710,24,2124,160150,159051,1025,2098,2069,28,3504,3089,415,3503,3092,411,181,4178494,99.5,8475,181.6,112.2,4199764,1860324,3406,2991,415,2488,2447,41
2019. 04,711,24,2111,160646,159522,1045,1910,1863,47,4182,3338,844,3692,2866,826,189.9,4225570,99,8448,191,96.1,4257294,1565056,4068,3224,844,2497,2468,29
2019. 05,712,24,2114,161048,159910,1063,1654,1606,48,3494,2940,554,3087,2550,536,184.6,4194119,98.2,8400,185.7,89.6,4223453,1662992,3343,2788,554,2360,2305,55
2019. 06,713,24,2088,160264,159031,1138,1803,1776,27,3193,2333,860,3997,3204,793,176.3,4342201,98.4,8342,177.2,99.9,4370861,1877711,3063,2203,860,1807,1801,6
2019. 07,714,24,2223,160261,159047,1119,1604,1603,1,3504,2753,750,3507,2727,780,191.6,4364051,99.4,8385,192.7,97.6,4396720,1622280,3309,2583,725,2115,2078,36
2019. 08,715,24,2268,159459,158235,1128,1690,1690,0,2886,2188,698,3688,3014,674,173.1,4373090,95.4,8303,174.4,83.1,4417789,1285045,2735,2040,695,2319,2282,37
2019. 09,716,24,2191,159829,158410,1324,1529,1529,0,3998,2717,1281,3628,2542,1086,169.6,4997195,97.2,8313,170.5,91.3,5037312,1722007,3917,2635,1281,2114,2106,8
2019. 10,717,24,1708,160455,159196,1165,1130,1106,25,3352,2671,681,2726,1884,842,180.4,4272879,95.7,8324,181.8,82.1,4315004,1405202,3126,2445,681,1490,1421,70
2019. 11,718,24,1661,160115,158937,1083,1361,1335,27,2894,1979,915,3234,2240,995,186,4077200,96.1,8247,186.7,94.8,4094767,1765987,2609,1698,911,1522,1487,35
2019. 12,719,24,1658,160667,159241,1331,1660,1660,0,3515,2510,1005,2963,2238,725,182.1,4928473,96.1,8417,183.2,85.8,4970052,1441176,3403,2398,1005,1474,1459,15
2020. 01,720,24,2239,159822,158386,1250,1279,1279,0,2517,1812,705,3454,2917,537,173.5,5117118,96.8,8359,174.1,125.4,5151073,2168250,2321,1617,704,1493,1478,15
2020. 02,721,24,2483,159573,158077,1304,1331,1295,36,3001,2333,668,3255,2419,836,177,4314062,97.2,8195,177.6,124.7,4342115,1891285,2706,2039,668,1531,1493,38
2020. 03,722,24,2583,158503,156981,1331,1632,1624,8,2714,1899,815,3783,3000,784,188.3,4801170,96.3,7943,189.3,116.4,4844969,1765574,2508,1694,815,2032,2029,3
2020. 04,723,24,2869,157881,156582,1146,1356,1350,6,2402,2002,400,2986,2393,593,177.7,4308016,93.1,7763,178.4,117.3,4336450,1830357,2138,1738,400,1517,1499,18
2020. 05,724,24,3258,157535,156263,1067,922,922,0,2299,1804,495,2697,2111,586,164.8,4122225,83,7589,165.3,121.3,4149123,2031387,1950,1455,495,1341,1234,107
2020. 06,725,24,3453,156961,155628,1128,1220,1220,0,2091,1499,592,2665,2133,532,179.4,4308398,82.3,7437,180,118.3,4334765,1965854,1786,1194,592,1171,1165,6
2020. 07,726,24,3625,156370,155044,1143,1069,1068,1,2431,1816,615,3000,2401,600,179.8,4412079,84.7,7243,180.5,119.5,4440500,1966308,2152,1538,614,1475,1421,53
2020. 08,727,24,3533,156077,154704,1191,1482,1477,5,2535,1824,710,2827,2165,662,164.9,4253967,87.6,7110,165.6,112.1,4283926,1937483,2108,1398,710,1411,1400,10
2020. 09,728,24,3574,155283,153845,1145,1701,1696,5,2255,1669,587,3161,2532,629,178,5071040,93.7,6989,178.5,140.5,5102044,2968095,1975,1390,586,1682,1647,34
2020. 10,729,24,3365,154440,153049,1107,1450,1450,0,3167,2138,1028,4000,2911,1089,169.2,4438702,94.8,6849,169.8,124.3,4467604,2529306,2842,1814,1027,1509,1461,48
2020. 11,730,24,2704,154293,152810,1214,1584,1580,4,2825,1655,1170,2956,1868,1088,183.1,4179192,95.3,6656,183.6,151.6,4192314,3335177,2461,1291,1170,1436,1392,43
2020. 12,731,24,2601,153477,152035,1157,1395,1394,1,3161,2305,856,3993,3078,915,187.4,5143846,97.1,6551,188.3,133,5188660,2478483,2905,2050,855,1544,1533,11
2021. 01,732,24,3266,153411,152170,1154,1294,1294,0,4637,3244,1394,4506,3164,1342,174.9,4504350,93,6436,175.7,111,4534103,1936502,3982,2589,1393,1512,1485,27
2021. 02,733,24,3184,153184,151968,1129,1495,1490,5,3179,2050,1129,3406,2225,1180,162.9,5080364,98.6,6302,163.7,89.2,5116305,1673117,2846,1760,1087,1499,1478,21
2021. 03,734,24,3121,153447,151992,1380,1850,1842,7,3834,2784,1050,3559,2761,798,186.4,4382654,96.5,6148,187.3,117.6,4413843,2021645,3383,2361,1022,1904,1858,45
2021. 04,735,24,2945,153442,151974,1395,1997,1990,7,3872,2633,1239,3875,2658,1217,187.3,4852923,98.3,5952,188.2,117,4890374,2140453,3643,2406,1237,2194,2162,32
2021. 05,736,24,2820,153022,151318,1655,2184,2173,11,4467,2577,1890,4863,3189,1675,173.4,4291044,96.2,5923,174,120.6,4317118,2215523,4059,2169,1890,2079,1983,96
2021. 06,737,24,2704,153084,151301,1728,2141,2141,0,4289,2415,1874,4232,2405,1828,187,4527489,97.6,5804,188.2,92.8,4565069,1619903,4187,2316,1871,1944,1877,67
2021. 07,738,24,2625,152977,150811,1946,2032,2032,0,3492,2070,1422,3764,2564,1200,185.1,4694029,99.1,5833,186.3,102,4733110,1851776,3326,1905,1422,2179,2131,48
2021. 08,739,24,2515,153046,150995,1865,2168,2168,0,3835,2318,1517,3732,2140,1592,172.7,4442245,98.9,5790,173.9,90,4481680,1648137,3685,2169,1516,1617,1578,39
2021. 09,740,24,2420,153719,151288,2246,2354,2310,44,3524,2179,1345,2850,1888,961,168,5586320,99,5752,168.7,116.5,5627989,2549550,3425,2105,1320,1551,1539,12
2021. 10,741,24,2228,153218,151521,1512,2179,2179,0,3698,2332,1365,4198,2100,2099,170.8,5394018,93.4,5712,171.7,102.5,5437724,2020752,3263,1897,1365,1809,1755,54
2021. 11,742,24,1481,153937,152135,1543,2293,2293,0,4249,2867,1383,3605,2281,1324,187,4512808,97.2,5676,188.2,102.9,4548759,2011796,4079,2698,1381,2095,2040,55
2021. 12,743,24,1376,154661,152524,1876,2575,2575,0,4363,2643,1720,3640,2256,1384,187,4512808,96.1,5651,188.2,102.9,4548759,2011796,4146,2427,1719,1781,1711,70
2022. 01,744,24,,154617,152521,1867,2744,2743,1,5230,3786,1444,5242,3804,1438,,,,5651,,,,,4146,2427,1719,1781,1711,70
2009. 06,593,25,,315014,279936,33542,4101,3174,927,10930,5358,5572,12697,9945,2752,,,78.481,,,,,,10636,5066,5570,9368,7858,1510
2009. 07,594,25,,312021,279241,32305,4615,4421,194,11191,6893,4299,13122,8548,4574,,,80.149,,,,,,11107,6810,4298,8272,7056,1216
2009. 08,595,25,,310478,276843,33571,5263,4655,608,9876,4759,5117,11009,6955,4054,,,80.213,,,,,,9511,4394,5117,7312,5985,1327
2009. 09,596,25,,312390,284167,28161,5637,5637,0,10607,8903,1704,8692,6025,2667,,,85.959,,,,,,9325,7621,1704,5285,4342,943
2009. 10,597,25,,312995,283556,29379,4889,4160,729,11381,7769,3612,10775,8244,2531,,,80.382,,,,,,11227,7615,3612,7428,6172,1256
2009. 11,598,25,,313810,286407,27344,4579,3755,823,11122,9290,1832,10306,7510,2796,,,81.67,,,,,,10435,8604,1832,6910,5101,1810
2009. 12,599,25,,312477,284280,28139,4674,4358,316,8924,7203,1721,10255,8211,2044,,,85.04,,,,,,8862,7141,1721,7725,6521,1204
2010. 01,600,25,,315540,287917,26572,7110,5765,1345,10048,6388,3661,7978,5276,2703,,,79.459,,,,,,9761,6101,3661,5828,4429,1399
2010. 02,601,25,,318875,291587,26403,10374,9024,1350,11498,9026,2472,7997,5800,2197,,,82.845,,,,,,10168,7696,2472,5629,4960,669
2010. 03,602,25,,318930,291610,27251,10297,9192,1105,10601,7531,3070,9730,8348,1382,,,82.199,,,,,,10022,6951,3070,8096,7474,622
2010. 04,603,25,,321302,295078,26154,8567,8312,255,12889,10150,2738,10518,8874,1643,,,86.914,,,,,,11796,9057,2738,8818,7590,1228
2010. 05,604,25,,325814,298679,27065,8052,7983,69,13480,8529,4950,8968,5553,3415,,,87.613,,,,,,13233,8282,4950,5731,5110,621
2010. 06,605,25,,323321,297355,25896,8201,8038,163,8700,5752,2948,11193,8137,3056,,,85.407,,,,,,8539,5590,2948,7175,5950,1224
2010. 07,606,25,,326983,297816,29097,8381,7674,707,12359,7229,5130,8697,6552,2145,,,84.741,,,,,,12280,7152,5127,6332,5056,1275
2010. 08,607,25,,326056,296377,29609,10184,9817,366,11720,6505,5215,12647,8878,3769,,,87.641,,,,,,11542,6339,5203,7831,7036,795
2010. 09,608,25,,324871,293217,31583,8575,8561,14,11775,6997,4778,12961,9845,3116,,,86.96,,,,,,11293,6515,4778,9152,8302,849
2010. 10,609,25,,329460,296764,32624,8185,7609,577,14654,10412,4243,10066,7962,2105,,,86.279,,,,,,14218,9976,4243,7833,6277,1556
2010. 11,610,25,,329897,301696,28201,8129,7794,335,13507,8577,4931,12998,7562,5436,,,89.826,,,,,,12938,8009,4929,8186,6083,2103
2010. 12,611,25,,327809,300447,27362,8753,7204,1549,16814,8821,7993,18902,9023,9879,,,88.09,,,,,,16104,8167,7937,9986,7348,2638
2011. 01,612,25,,326248,302162,23927,7170,6636,534,15213,11406,3807,16933,7854,9079,197.3,2664425,89.603,,200.7,137.8,2742431,1285072,14556,10749,3807,11543,6685,4858
2011. 02,613,25,,328782,304721,22842,6677,5864,812,11645,8807,2837,10171,6856,3315,166,2714789,89.604,,168.1,133.3,2795800,1418324,11405,8568,2837,8104,5176,2928
2011. 03,614,25,,327479,302901,23816,8133,7617,515,13846,8953,4893,14692,10611,4081,205.1,2474217,91.098,,208.1,150.2,2525257,1527725,12820,7927,4893,10174,7869,2304
2011. 04,615,25,,330777,305578,24077,7895,7275,620,13504,9546,3958,10566,8181,2385,204.6,2479237,90.166,,207.5,155.4,2525620,1693731,13155,9279,3876,8602,7214,1388
2011. 05,616,25,,335087,309705,24422,6730,6299,431,19148,10250,8898,14676,6442,8234,194.8,2396733,89.969,,197.2,158.8,2445733,1656548,17120,8223,8898,7486,6044,1442
2011. 06,617,25,,337645,311406,25277,6482,5491,991,17784,8837,8947,15228,7488,7740,200.8,2500618,91.9,,204.1,158.5,2572451,1585350,17339,8393,8947,10157,7066,3091
2011. 07,618,25,,339195,314913,23316,6529,5940,589,14945,9671,5274,13399,7480,5919,198.9,2744177,95.094,,201.7,157.4,2823257,1589532,14718,9444,5274,9251,5850,3401
2011. 08,619,25,,339785,314733,24067,7306,7122,184,13838,7142,6696,13267,8409,4858,192.2,2546762,95.61,,195.9,139.3,2614878,1579676,13689,6993,6696,8364,6729,1635
2011. 09,620,25,,341004,316799,23217,6882,6449,433,14203,9486,4717,12987,8311,4676,186.8,2861389,95.836,,189.4,140.2,2932528,1592862,12631,7914,4717,8944,7170,1774
2011. 10,621,25,,344848,321957,21903,7528,7235,292,16458,9437,7020,12614,6238,6376,192.2,2661872,96.604,,194.6,147.5,2720213,1612142,16203,9183,7020,7079,4919,2161
2011. 11,622,25,,340844,321027,18827,7847,7562,285,12476,6627,5849,16482,8485,7997,203.6,2458534,98.239,,206,161.3,2489980,1909514,12166,6316,5849,10224,7812,2412
2011. 12,623,25,,346934,322917,22978,6253,5883,371,14065,7459,6606,8024,5462,2562,203.3,2764084,95.523,,205.2,173.5,2815730,1979687,13912,7306,6606,6790,4815,1974
2012. 01,624,25,,345557,327663,16931,5080,5080,0,15760,9363,6397,17061,6293,10768,182.3,3104418,99.008,,182.7,174.7,3160558,1917556,15153,8756,6397,8625,5077,3548
2012. 02,625,25,,345966,326215,18812,5205,4530,675,15347,8322,7025,14914,10022,4892,192.5,2439292,107.265,,194,162.8,2465161,1918440,14694,7786,6909,9009,7962,1046
2012. 03,626,25,,346522,319109,27413,6670,6503,167,20358,10171,10188,18863,8799,10064,193.1,2479604,99.286,,195.3,158.1,2516782,1866184,19504,9375,10129,10823,7815,3008
2012. 04,627,25,,344746,319589,24218,5573,5573,0,13100,7059,6041,15815,7596,8219,188.2,2516724,104.291,,190,159.1,2553365,1924191,13053,7011,6041,10255,6402,3852
2012. 05,628,25,,346915,322353,24562,5405,5400,4,16895,7956,8940,13787,6346,7441,191.7,2426001,104.139,,193.7,153.1,2453823,1894500,16551,7612,8940,8563,5346,3217
2012. 06,629,25,,350159,324080,26079,6607,6607,0,16398,7472,8927,13154,6057,7097,185.6,2523364,100.56,,187.6,151.3,2558635,1925982,15760,6833,8927,7695,5565,2130
2012. 07,630,25,,350512,326369,24143,6133,6133,0,16891,6518,10373,16538,8296,8242,192,2636529,101.11,,195.9,137.6,2715886,1518815,16299,5926,10373,10422,7395,3027
2012. 08,631,25,,351868,328125,23743,4884,4884,0,20017,7825,12192,18661,5885,12776,179.1,2534577,98.875,,183.4,124.8,2629199,1343039,19735,7542,12192,9251,5396,3854
2012. 09,632,25,,352165,328595,23570,5067,4909,158,18434,6912,11522,18137,8094,10044,178.8,2783093,99.949,,181.8,138.6,2893506,1336886,18264,6742,11522,9592,6425,3167
